t_ns,nonce,hash_hex,difficulty_bits,attempts_since_prev,backend,notes_json
125732638033602,3317788,000042c66ef657632f1d3c46092d98f49d4cee15dde7f46cf7109f3445fb1897,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125733638033615,3381169,00005e5aa338a4dfda5dc7a645e8bd2130bcb832806793a5f2d38fa0f23baa12,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125734238033614,3493001,00002c5fd76dba7c4b8c45994ab4291ea8dea52c6456b3a7f5f02b90d9fcc487,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125734438033609,3638724,00002b364caf0f3d20deae15b0d9aa159a3687a70db518b0e089887c01de95c3,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125734838033613,3846378,00005050bdc2936537b90d7b3342b51b22b544ecb4945b7d673064f7b1e77c27,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125734838033614,3862414,00006b0a95b5f20e217cb078c3b6a3ccd7fe4626c7a14111e345e1d0acf25fa1,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735038033609,3875946,0000463db7a390256e08d8c5fe5b4948820062d4d0d9558578e2cabbc843ba33,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735238033604,3932244,000012685e8fa0b98000c188c34e38ee1dde4014ef2f0e9524147a676d7e1f24,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735238033605,4056765,000011d80a9a28c0e176d105e487c66770f6178f18a9415e8ae71256aebc9372,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735438033600,4105201,00003931315044f000793407f4ab3af5d4f1fa7f1b7d6ab2af134e37c9ba8cb3,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735438033601,4313496,000066f6c5054c74d20ed6798943897e76e3333ddcdceca504f07384747931ef,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125735638033596,4313617,00007a125ef79c20d9553b94f0ede7baa20f5b30e0af11ceab8c790401e3c571,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125736038033600,4437008,00004b96fafe31f241e11fc727ee3885e1ca3d44d6bff29c667ff024e83bfa0f,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125736638033599,4470989,0000527c128ae930dc7d623d55f0b10ded53559d8db75d6786e62aa12d33321b,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125737238033598,4837760,0000277cf4e4b417dd6b1fe8fe212bcb55ef8e47325d9e1800915fd9f78332d4,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125737238033599,4880614,00003ed6f9fac06d59a1bec96e7240310a52aba0dd3e702329ce1b20d0693d89,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125737838033598,5085250,00002e3712c90ccb363083f5ddd37140ab30ac9a4777d160ff2675fe3d883039,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125738238033602,5100894,00000af8cfbc2a4535aa701c4498d9b5d7c3b286a0074de367f0e9f0c9aca81d,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125738638033606,5187094,0000506060b49f23954276242f757fea6df2cc7750293679c1b20d5de54b04e3,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125739038033610,5215867,00005d82a3f27e17fa0cd1beb4c84c0bf13f02abe67b9f14543789cb98e5fb39,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125739638033609,5313272,00007881ff666f0270e35d5f4f8a031bf60778f4f78d92e7b694b47a6475dd1e,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125740238033608,5375966,0000612f5c1308f15ac7733915542f1fea1c63dc5c7eb09ca9affa67fd5c1f97,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125740438033603,5589134,000065b3067af8785f73d41263bb7e27365957b679750a8b3b819e130db6c1d7,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125740638033598,5602087,00003e8842f6bccc5b24a866176952a626e2e0d842ee7efe9d882e62bd93c4c0,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125740638033599,5736955,00006fb93e58937f56587c5525e18fbc3b1d14f29d4371dedd54e5e6ca2c59f9,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125740838033594,5750319,000045c26d8fd783a21b65957250e7ca887d2fe3062412de9115447d747170e3,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125741038033589,5815164,000035a82fd94f5e7e1aee422e8736c387b8f92cec0bc102b9e0a76ff2140ccd,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125741438033593,5939175,0000507a2ef983a9461170887b8a3fa61aa97a06593000c4b3e02bfbbe8a58fa,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125741438033594,6225506,0000090db342f70c22a22927e0d4e23f47f439a4ec43db2d69504ee2ee77fa41,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125741438033595,6334341,00001766d09770926d48b66887d732a0047767b2711f3e3c1095e84e50249d2e,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125741438033596,6524228,000044b47b13bb3567dd19ae7dfc1e393732e383676550cff09b440df15c72d1,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125742238033603,6534075,00001680c988bc889f25202ae4acbc713e4d3b73b33d7f285aa5bcdb761c91f2,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125742438033598,6569988,000066f38c4130758f1b81f8f5b969209b903bf2fc15345c0e20bf4f778070d0,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125742638033593,6775036,000036c725019ccd32dba983930f4f2e453ec6b1c912e6ed3eccbb2af2b578c8,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125742638033594,6907154,000004ca5fd45930721416928533fe927fc81ad045234426007de95f0712cb0b,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125742638033595,7015079,00000aebb5d08d2335a9aae5c9b05d51bad937ebe1ab1e23590ef52171a84623,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125743638033608,7062920,000052c0908eb3472e046babe991c5e110e90e0289729d835380f09a186bdeb0,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125743838033603,7760423,000072a5d4ed05e0ce0158ec5d6aa8d518c13ab8371d06611ceafc2627cde471,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
125744038033598,8172437,00001edd3fab6f945d6d9403fcbe8c0c6cf37fe620de8044632da0f3df1ee2fa,17,0,cpu,"{""domain"": ""log_delta"", ""surrogate"": {""kind"": ""shuffle"", ""seed"": 7}}"
